,I0T,I0N,I0G,I0A,D0D,D0G,D0A,D0L,D0N,D0I,D0K,D0T,D0V,D0Q,D0S,D0R,D0Y,Y0L,Y0N,Y0D,Y0F,Y0G,Y0A,Y0T,Y0S,V0G,V0D,V0A,V0V,V0T,E0A,E0G,E0L,K0N,K0L,K0I,K0G,K0D,K0A,K0Y,K0V,K0T,K0S,F0D,F0A,F0N,L0Y,L0T,L0S,L0N,L0K,L0D,L0G,L0A,A0D,A0G,A0A,A0L,A0N,A0I,A0K,A0T,A0V,A0Q,A0S,A0Y,Q0T,Q0V,Q0S,V0N,Q0Y,Q0G,V0S,Q0A,Q0L,Q0N,Q0I,V0Y,Q0K,G0S,G0Q,G0V,G0T,G0Y,G0A,G0G,G0D,G0E,G0K,G0N,G0L,N0N,N0L,N0K,N0I,N0G,N0D,N0A,N0Y,N0V,N0T,N0S,N0Q,S0G,S0D,S0E,S0A,S0N,S0L,S0K,S0V,S0T,S0S,S0Y,T0T,T0V,T0Q,T0S,T0Y,T0E,T0D,T0G,T0A,T0L,T0N,T0K
AIM52834.2,4,10,13,8,10,12,9,14,26,7,8,9,11,15,16,10,9,11,17,16,8,11,14,7,8,14,5,12,11,13,1,7,6,7,9,7,12,6,10,12,9,8,10,10,6,11,6,14,7,14,13,7,15,12,15,16,14,8,12,6,5,16,5,8,11,12,18,17,9,11,8,9,10,6,8,10,10,7,15,8,27,7,17,9,9,10,14,6,8,11,11,19,10,12,10,12,24,9,13,11,13,11,18,13,10,8,13,11,9,12,9,8,5,4,15,11,14,14,16,4,17,6,10,4,16,7
APS27521.1,6,7,4,5,11,11,6,11,11,7,5,8,10,12,11,4,11,6,5,18,11,4,4,5,3,9,13,11,4,12,1,4,6,1,6,1,4,5,3,6,6,2,2,10,10,3,2,8,3,9,3,5,9,12,14,16,11,7,3,6,6,17,8,9,11,11,9,6,4,5,4,10,8,10,2,4,8,4,6,1,13,5,11,4,11,8,5,7,1,3,12,2,2,2,2,5,13,10,3,10,6,3,6,5,7,0,14,5,4,6,11,8,14,5,17,8,8,12,7,6,12,9,23,7,6,2
AQN79243.1,7,5,8,5,8,7,7,11,12,6,4,12,9,9,11,6,11,8,9,12,11,8,5,6,3,12,7,10,4,5,4,3,5,0,6,2,8,3,10,6,1,4,2,7,11,5,6,8,3,11,10,10,7,9,15,11,22,7,8,4,8,28,5,13,3,10,6,8,5,13,6,9,5,10,4,6,10,4,7,2,17,5,18,6,13,7,5,4,3,6,11,5,7,3,3,6,17,10,8,7,9,4,8,4,6,1,7,5,7,1,4,11,0,5,16,8,13,13,10,3,14,18,16,8,11,3
AQR54642.1,5,7,7,4,4,4,3,3,5,3,5,6,19,2,5,3,4,5,26,6,9,22,5,2,13,14,3,7,6,1,4,3,5,3,2,2,4,3,5,13,2,7,5,0,4,3,15,7,6,12,8,2,4,2,5,3,6,9,11,5,3,21,8,15,19,6,1,5,1,9,4,7,5,7,3,10,7,10,5,6,4,2,8,4,21,8,12,5,12,24,7,11,15,15,11,12,21,13,11,3,6,5,8,23,5,6,13,6,8,5,4,10,10,7,10,3,5,10,2,3,3,3,12,14,11,7
AQP42100.1,6,6,9,7,16,8,7,8,15,7,5,21,13,9,8,4,3,8,5,17,11,7,12,6,4,12,8,17,8,6,10,14,7,6,2,6,6,5,5,6,5,7,5,8,6,2,5,4,10,11,7,6,2,9,16,17,10,10,4,4,5,17,7,9,10,6,6,5,4,9,10,7,8,2,6,4,8,4,8,4,16,4,13,8,11,4,9,7,3,3,11,8,6,6,3,2,9,9,8,8,2,4,8,4,13,12,5,6,2,8,8,14,10,9,19,8,5,10,4,13,20,11,14,7,9,5
AQP42102.1,7,6,11,5,15,11,10,8,19,6,1,18,13,9,15,5,7,9,9,19,11,6,13,7,7,10,13,14,9,13,5,14,6,2,3,1,2,3,1,4,5,0,2,7,6,3,9,8,8,10,3,9,4,9,12,14,9,7,4,6,2,17,4,12,10,6,7,6,3,8,8,5,7,2,5,4,9,5,6,5,14,8,11,9,7,5,7,6,1,7,13,6,6,4,4,4,11,5,15,7,6,4,6,4,17,10,7,5,8,1,11,5,8,9,19,10,5,10,6,7,22,9,15,8,7,2
AQU49250.1,7,16,18,9,22,24,18,20,18,14,10,24,32,24,22,15,12,14,18,28,12,12,12,13,12,28,20,21,9,7,8,9,8,10,13,13,14,15,23,11,9,15,8,12,9,9,12,17,18,24,7,27,10,13,26,9,6,15,14,8,12,56,13,8,10,10,8,8,10,17,11,9,12,6,13,11,21,14,18,12,32,8,20,15,23,12,14,12,10,14,24,15,13,10,5,18,25,13,13,17,14,25,19,26,17,10,13,15,16,12,14,13,14,14,26,12,8,16,10,13,33,18,28,7,26,26
ARC22289.1,6,5,8,4,8,9,8,8,7,8,11,13,8,6,11,6,5,8,9,14,13,9,5,8,6,15,6,10,3,8,5,6,8,5,4,7,12,10,7,10,9,3,11,10,7,2,6,6,5,10,7,10,9,9,13,12,16,8,5,6,10,19,3,5,9,6,3,4,2,9,4,7,4,1,1,3,10,8,10,4,14,1,12,10,10,6,6,8,10,4,17,3,5,11,5,4,11,10,11,5,9,1,5,9,5,6,3,6,5,9,9,6,6,9,11,6,4,8,4,8,11,4,20,5,10,11
ARC22290.1,4,7,8,9,6,3,7,7,8,10,10,10,7,7,15,6,5,7,8,10,8,11,6,6,8,11,5,17,4,12,6,8,5,5,1,8,18,8,11,8,13,10,6,2,6,3,4,8,4,12,5,5,3,10,13,12,13,9,5,6,7,13,11,3,9,7,5,3,2,13,4,4,5,2,5,4,8,6,9,7,9,9,14,10,9,6,10,6,8,5,9,5,3,15,7,3,15,2,6,10,5,3,7,9,6,8,8,6,4,6,9,7,2,10,14,7,3,10,5,11,15,13,15,2,10,9
ARC22293.1,2,8,10,6,5,11,4,11,7,9,10,11,8,4,11,3,5,5,9,14,9,8,10,6,6,17,7,14,4,12,7,8,5,7,5,7,14,9,11,12,17,6,6,8,6,4,3,8,10,9,8,8,5,11,12,14,11,9,9,6,7,17,8,2,11,7,3,8,2,9,4,7,9,2,8,2,10,9,11,7,16,10,18,6,8,4,6,7,11,8,12,4,6,10,1,9,10,7,7,7,3,10,10,7,7,8,9,5,4,12,6,7,8,13,13,11,2,7,5,7,16,13,14,9,13,9
ARC22780.1,5,8,8,6,6,8,11,10,11,8,10,6,5,10,14,7,6,6,11,14,11,8,7,2,5,13,7,14,5,5,1,9,4,4,4,2,11,4,7,10,6,10,3,8,8,5,5,8,6,8,5,8,5,9,17,12,9,4,6,4,9,24,9,5,12,8,2,6,6,9,7,11,6,5,6,3,9,4,7,2,18,4,11,5,11,7,9,4,2,8,17,9,12,9,8,8,12,9,7,9,10,9,6,9,10,7,9,8,4,2,4,5,4,7,15,10,3,11,6,6,10,7,16,8,10,4
ARC22783.1,4,11,10,10,5,5,5,9,8,6,10,5,7,5,7,7,2,6,8,15,11,7,10,5,5,12,4,14,6,8,8,5,5,6,3,4,8,2,6,9,8,10,3,9,4,6,6,13,6,10,7,6,7,12,10,10,10,11,9,3,5,13,6,8,12,8,6,5,17,7,8,9,5,6,3,10,7,9,8,7,17,4,10,6,11,7,5,6,6,6,14,6,10,10,6,8,9,9,8,5,12,5,5,9,6,11,2,6,5,3,11,6,6,9,13,5,7,12,3,6,7,5,10,12,9,5
ARC22809.1,3,13,10,2,4,6,11,4,17,2,10,13,11,5,7,5,6,6,11,13,6,7,6,4,5,13,4,12,9,10,5,6,6,5,4,8,7,2,7,5,2,5,6,5,6,6,6,6,6,8,3,7,4,9,10,9,5,9,8,4,7,12,6,5,9,8,4,4,2,7,4,7,5,5,4,2,6,10,4,8,12,10,10,4,9,9,5,7,3,13,11,16,6,8,5,19,15,5,7,13,14,10,8,8,5,7,6,7,5,3,5,5,5,9,17,8,3,3,2,5,18,10,10,3,17,6
ARC34184.1,6,5,8,4,8,9,8,7,7,9,11,11,8,6,12,6,5,8,9,14,13,10,4,9,6,15,6,10,3,8,5,6,8,5,4,7,12,10,7,10,9,3,10,10,7,2,7,6,5,11,7,9,9,9,13,12,16,8,5,6,10,19,3,5,10,6,4,4,1,10,4,7,4,1,1,3,10,8,10,4,14,1,12,10,10,6,6,8,10,4,17,3,6,11,5,4,11,10,12,5,8,3,5,9,5,6,4,6,5,9,9,6,6,9,11,5,4,8,3,8,11,4,21,5,10,11
ARC34185.1,4,8,8,9,5,3,7,7,10,9,10,9,7,7,15,6,5,7,8,10,8,11,6,7,7,11,5,17,4,12,6,8,5,5,1,9,18,8,10,8,13,11,5,2,6,2,5,8,4,12,5,5,3,10,13,12,13,9,5,6,7,13,11,3,9,7,5,3,2,12,4,4,5,2,5,4,8,6,9,7,9,9,14,10,9,6,10,6,8,5,9,5,4,14,8,2,15,3,7,10,5,3,7,9,6,8,8,5,4,7,9,6,2,10,15,7,3,10,5,11,15,14,15,2,10,9
ARC34189.1,2,8,10,7,5,11,4,11,7,9,10,11,8,5,11,3,5,5,9,14,9,8,10,6,6,16,7,15,5,13,7,8,5,7,5,7,14,9,11,12,17,6,6,8,6,4,3,8,10,8,8,8,5,10,13,14,10,8,9,5,8,16,11,2,11,7,3,8,2,11,4,7,10,2,8,2,10,9,11,7,16,9,18,6,8,4,6,7,11,8,12,4,6,10,1,9,10,7,7,7,4,9,10,6,7,8,9,5,5,12,7,7,8,13,14,10,2,7,5,7,16,14,14,8,12,9
ARC47997.1,3,6,7,9,4,4,7,7,11,8,7,11,7,7,14,6,4,7,9,10,7,13,6,5,7,10,6,15,4,13,7,6,4,4,2,7,17,7,13,6,10,11,5,2,6,3,5,8,4,13,5,4,3,9,11,14,13,10,4,5,7,12,10,6,10,8,4,3,2,13,3,5,4,2,7,4,8,6,8,8,9,8,14,10,10,6,9,6,6,6,9,6,3,15,8,3,15,4,7,9,6,5,7,8,6,8,7,7,4,6,10,6,5,9,13,9,4,11,6,12,13,13,13,2,11,9
ARC47998.1,6,5,8,4,8,9,9,8,7,9,11,10,8,6,12,6,5,8,9,14,13,9,5,8,6,15,6,10,3,8,5,6,8,5,4,7,12,10,7,10,9,3,11,10,7,2,6,6,5,10,7,10,9,9,13,12,15,8,5,6,10,19,3,5,11,6,3,4,2,9,4,7,4,1,1,3,10,9,10,4,14,1,12,10,10,6,6,8,10,4,17,3,5,11,5,4,11,10,11,6,9,1,5,9,5,6,3,7,5,9,9,7,6,9,10,5,4,8,4,8,11,4,20,5,9,11
ARC49381.1,3,13,10,2,3,6,9,4,17,2,10,12,12,5,8,6,6,6,11,13,6,7,6,4,5,13,4,11,9,11,5,6,6,4,4,8,7,2,7,5,2,5,6,5,6,6,6,6,6,8,3,7,4,9,10,9,5,9,7,4,7,14,6,4,9,8,4,4,2,8,4,7,5,5,4,2,6,10,4,8,12,10,9,4,9,9,5,7,3,15,11,16,6,8,5,19,16,6,7,12,13,10,8,8,6,7,7,8,5,3,5,3,5,9,17,9,4,3,2,5,15,11,9,3,15,5
ARC49404.1,4,11,11,10,5,5,4,9,7,7,10,7,7,5,7,7,2,6,8,15,11,7,10,5,5,11,4,14,6,10,4,5,4,5,3,4,7,2,7,8,8,10,3,10,3,5,6,11,6,10,7,6,7,13,12,11,10,11,9,3,5,11,7,8,10,8,6,8,15,8,8,9,6,6,4,10,6,9,9,8,17,4,8,6,13,6,5,5,5,7,14,6,9,10,6,8,9,8,8,5,12,5,7,8,6,10,4,6,5,4,12,6,7,9,13,5,5,13,3,6,6,6,7,12,10,5
ARC49430.1,5,9,8,6,6,8,11,10,11,8,10,8,3,10,14,6,6,6,11,13,11,8,7,2,5,13,7,13,5,4,1,9,5,4,4,2,11,4,7,10,6,10,3,8,7,5,5,9,6,9,5,8,5,9,15,9,9,4,6,4,9,25,8,5,12,8,2,5,5,9,7,14,4,5,6,3,10,4,7,4,18,4,11,5,9,7,9,4,2,8,18,8,11,9,7,7,16,8,7,10,11,8,6,9,7,7,7,9,3,2,4,7,1,7,15,12,3,10,6,5,13,8,15,10,12,4
ARI56951.1,4,11,10,10,5,5,5,10,7,6,10,4,7,5,7,7,2,6,9,14,11,7,9,5,5,14,4,14,6,8,6,4,4,6,3,4,8,2,7,9,8,10,3,9,3,6,6,12,6,10,7,6,7,12,9,11,12,10,8,3,5,13,5,7,12,8,6,7,18,8,8,10,4,5,4,10,6,8,8,7,17,3,9,6,9,7,5,8,6,7,15,6,9,10,6,8,8,9,8,6,13,6,6,8,8,9,3,5,4,3,11,8,6,9,13,5,7,12,3,7,7,5,9,12,9,5
ARI56954.1,6,7,7,5,6,8,10,11,11,8,10,7,3,10,14,6,5,7,13,12,11,8,7,2,5,13,8,13,5,4,1,9,4,4,4,1,11,4,7,10,7,10,3,8,8,5,5,9,6,9,5,8,5,9,15,12,10,4,6,4,10,27,8,7,11,8,2,6,5,10,6,13,4,5,6,3,9,5,7,4,18,4,11,5,9,6,9,4,2,8,17,8,12,9,7,7,14,11,7,9,11,8,7,9,9,6,7,9,3,2,4,6,1,7,13,11,3,10,6,5,11,7,18,10,13,4
ARI57425.1,2,8,9,7,5,11,3,11,6,9,10,11,8,5,11,3,5,5,9,14,9,8,10,6,6,17,7,13,6,13,6,10,5,8,5,7,14,7,12,13,17,6,6,8,5,4,3,8,9,7,9,8,5,10,12,15,10,9,8,5,9,15,9,2,13,8,3,8,2,11,4,7,9,2,8,2,10,9,11,7,16,11,18,5,8,3,6,9,11,8,11,5,5,9,1,8,10,8,6,6,4,9,10,6,7,8,9,5,5,12,6,8,8,14,15,10,2,8,5,7,17,14,15,8,11,8
ARI57426.1,4,7,8,9,6,3,7,7,10,9,10,10,7,7,15,6,5,7,9,10,8,11,6,6,8,11,5,17,5,13,6,6,5,5,1,8,18,7,10,8,13,10,5,2,8,3,5,8,4,12,5,5,3,10,13,15,13,9,5,6,7,12,12,3,9,7,5,3,2,13,4,4,4,2,5,4,8,6,9,7,9,9,14,10,9,6,9,6,8,6,9,4,4,15,8,3,17,3,6,10,6,3,6,9,6,8,8,6,4,6,8,6,2,10,15,8,3,10,5,11,15,12,16,2,9,10
ARI57427.1,6,5,8,4,8,9,7,8,7,8,11,10,9,6,11,6,5,7,9,14,13,9,5,8,6,15,5,8,3,11,5,6,8,5,4,7,12,10,7,10,8,2,11,10,7,2,6,6,5,11,7,8,9,9,11,13,15,8,6,6,9,15,4,6,9,6,5,4,2,10,4,7,4,1,1,2,10,8,10,4,14,1,13,10,10,6,6,8,10,4,17,3,5,12,5,4,11,10,11,5,9,3,5,9,5,6,3,5,5,9,9,5,8,9,14,5,4,6,4,6,12,4,22,5,10,9
ARI58681.1,3,13,10,2,4,7,10,4,17,2,11,11,11,4,9,5,6,6,10,14,6,7,6,4,5,13,4,12,9,10,5,5,6,4,3,8,7,2,8,5,3,5,6,5,5,6,6,6,7,7,3,7,4,8,10,9,5,9,9,4,7,13,6,5,8,8,4,4,2,7,4,8,5,4,4,2,6,10,4,9,12,11,10,3,9,9,5,7,3,14,11,18,6,9,5,19,15,7,7,13,12,9,7,9,6,7,7,8,6,3,5,3,5,10,16,8,3,3,2,5,17,10,10,2,15,5
ARI59780.1,4,11,12,9,5,5,5,9,7,6,10,5,7,6,7,7,2,6,7,15,11,7,10,5,6,13,4,15,5,8,6,5,4,6,3,4,8,2,7,9,8,9,3,9,5,6,6,10,5,10,7,6,7,12,11,10,11,11,9,4,5,13,5,8,13,8,6,7,16,9,8,10,5,6,4,11,6,9,8,7,17,4,10,7,11,8,6,7,5,7,14,6,9,9,6,8,9,9,8,6,12,5,6,10,6,10,2,6,4,4,11,7,5,8,12,5,7,13,3,6,6,4,9,12,9,5
ARI59786.1,5,8,8,8,7,8,11,9,11,6,11,7,6,9,15,5,6,6,11,14,10,8,7,3,5,13,7,14,5,7,1,11,4,4,3,2,10,5,7,11,6,10,3,8,8,5,5,8,5,9,5,8,4,8,17,11,10,4,7,4,9,22,9,5,14,8,2,7,5,10,6,11,5,6,6,4,8,4,7,2,18,4,11,5,10,7,8,4,3,8,16,10,13,9,9,7,13,8,6,8,11,10,6,10,10,6,8,9,5,2,5,6,3,7,17,10,4,11,6,5,10,8,16,8,9,6
ARI60280.1,6,5,7,4,8,9,9,8,7,7,10,12,8,6,11,6,6,8,9,14,13,10,5,8,6,16,5,9,3,7,5,6,8,5,4,7,12,10,7,10,7,3,11,10,7,3,7,6,5,10,7,10,9,9,13,13,17,8,5,6,10,19,4,5,9,6,4,5,1,9,4,7,4,1,1,3,10,8,10,4,14,1,13,10,10,6,7,7,10,4,17,3,5,12,5,5,11,10,12,6,8,2,5,9,4,6,2,6,5,9,9,6,7,8,12,4,5,7,4,8,11,4,21,5,12,9
ARN63308.1,7,15,18,9,22,25,16,20,20,14,9,26,30,24,22,14,12,14,18,27,12,12,12,13,13,28,19,21,9,8,9,9,8,10,13,13,13,17,21,11,9,15,9,12,8,9,11,17,18,24,6,26,10,13,25,10,6,15,15,8,12,52,13,8,11,10,7,7,10,17,11,9,12,7,13,12,21,15,16,12,32,9,20,15,22,12,14,12,10,13,24,15,13,10,5,17,25,16,13,17,14,24,19,26,19,10,12,15,16,13,16,14,14,14,29,15,8,17,10,12,32,18,27,6,25,25
ARN64173.1,6,11,12,8,14,13,5,11,18,7,8,10,11,5,16,4,8,9,5,18,13,4,7,9,4,11,9,10,4,5,6,9,7,3,4,3,10,3,7,7,5,4,5,9,3,7,9,11,7,12,9,11,2,7,16,11,10,8,8,6,7,14,4,8,5,8,6,7,7,12,7,8,10,10,4,7,10,7,9,7,18,5,7,6,12,6,6,4,4,6,11,5,7,6,5,5,11,11,9,10,14,7,8,5,14,5,4,7,9,5,8,11,2,10,14,10,11,13,6,9,17,4,7,5,7,4
ARN64177.1,8,11,10,3,13,8,15,11,12,10,23,10,10,11,17,3,9,8,10,14,8,5,10,6,10,13,7,10,6,10,1,1,4,5,9,3,8,4,13,5,4,14,6,5,5,1,4,7,7,9,4,8,4,8,16,8,7,7,4,3,7,36,6,6,22,7,3,7,5,7,4,7,5,6,8,7,10,7,8,6,13,6,9,6,8,3,5,8,3,7,7,8,4,3,3,7,14,10,9,7,10,8,9,11,25,3,7,7,4,12,6,14,11,6,32,14,3,13,6,6,32,10,23,4,4,5
ARR37100.1,5,6,7,3,5,5,3,2,5,4,5,6,16,3,4,3,4,5,18,9,7,19,5,1,11,12,3,7,5,1,5,2,5,4,3,3,3,2,3,10,2,7,5,0,3,3,14,6,5,13,8,2,4,4,5,3,7,8,11,3,5,20,7,14,11,7,2,3,0,8,5,8,4,8,3,10,8,8,5,6,5,1,9,4,19,7,10,6,10,18,7,9,13,12,10,14,22,11,8,3,6,5,8,18,2,9,9,10,7,5,4,4,7,8,9,3,3,10,1,4,4,3,13,13,9,6
ARS62291.1,5,14,9,6,7,7,6,9,7,7,11,5,8,9,15,5,6,11,9,10,8,9,10,3,7,7,6,12,8,10,5,2,3,10,4,9,8,3,12,8,6,8,8,5,4,6,8,6,9,12,7,3,6,9,15,9,6,6,8,6,12,13,2,4,13,6,4,7,7,5,5,6,3,4,5,10,6,7,11,3,15,6,9,5,9,5,9,3,7,4,11,7,6,16,5,7,13,6,9,8,7,6,7,14,5,11,5,11,10,9,7,9,7,9,10,4,12,14,7,4,8,6,11,6,7,5
BAX70498.1,6,15,21,11,18,27,10,21,21,13,11,37,30,24,20,12,11,14,16,27,12,11,12,13,14,32,5,24,6,7,8,9,8,10,10,11,12,16,31,10,8,11,8,11,9,10,11,16,18,24,5,26,9,14,32,11,15,13,16,8,11,57,12,9,12,10,7,8,10,16,11,8,20,8,14,13,23,14,16,13,33,8,22,15,21,12,13,11,9,14,24,15,12,9,7,17,33,14,15,18,12,19,19,25,28,10,19,16,16,10,14,16,15,13,31,13,10,26,10,11,32,15,19,7,22,34
BAX71360.1,5,12,12,8,16,15,5,13,18,8,9,12,10,5,14,5,9,9,4,19,13,4,6,9,4,11,10,9,4,7,5,6,7,2,4,3,9,3,7,7,6,5,4,9,3,6,9,10,6,15,5,9,2,9,16,10,7,7,7,5,8,14,4,9,6,7,6,6,7,10,7,8,7,8,4,5,11,6,9,7,18,5,9,6,11,6,7,4,5,4,10,6,6,8,5,8,11,12,8,9,11,6,7,5,11,6,5,8,8,4,5,8,6,12,13,10,7,13,7,8,20,4,8,4,8,3
BAX71365.1,6,10,11,3,14,10,9,11,10,10,10,9,8,11,27,3,8,8,10,14,8,5,11,6,9,12,7,9,6,8,1,0,4,6,9,4,8,3,9,5,4,13,6,5,5,1,4,8,6,10,5,8,4,6,15,8,6,7,4,3,7,32,6,6,9,8,3,6,5,7,4,7,4,6,8,8,10,7,8,5,13,8,10,6,9,3,4,7,4,7,8,10,4,12,3,8,14,13,9,7,10,8,9,11,10,4,8,16,3,11,6,14,11,6,26,8,3,11,7,7,35,9,21,4,9,6
BAX72484.1,7,16,18,9,22,23,25,20,20,14,8,28,31,24,21,13,12,14,19,27,12,12,12,13,11,28,19,19,9,7,9,10,8,10,10,12,13,15,28,10,8,15,8,12,9,9,11,15,18,24,6,27,9,13,32,9,8,15,14,7,12,66,13,8,10,10,8,7,10,17,11,10,13,7,13,12,21,15,16,13,32,9,20,15,22,12,14,12,10,13,23,15,13,10,5,18,25,14,13,18,13,24,19,27,17,10,13,15,16,10,16,12,14,14,33,14,8,15,10,11,37,18,31,7,25,31
BAX73443.1,6,11,12,8,14,13,5,11,18,7,7,10,11,6,16,5,8,9,5,18,13,4,7,9,4,11,9,10,4,5,6,9,7,3,4,3,10,3,6,7,5,4,5,9,3,7,9,11,7,12,9,11,2,7,16,11,10,8,8,6,7,14,4,8,5,8,6,7,7,12,7,8,10,10,4,7,10,7,9,8,18,5,7,6,12,6,6,4,4,5,11,5,7,6,5,5,11,11,9,10,14,6,8,5,14,5,4,7,9,5,8,11,3,10,14,10,11,13,6,9,18,4,7,5,7,4
BAX73449.1,7,10,6,3,9,6,8,11,8,9,14,9,8,10,20,4,9,8,9,9,8,4,6,6,10,7,6,10,5,7,1,1,3,4,9,3,5,4,9,4,4,8,5,4,1,1,3,7,7,9,4,7,4,8,14,2,6,8,4,3,7,20,4,6,7,7,3,7,5,4,2,7,4,6,5,7,6,6,4,5,4,5,8,6,5,3,4,6,2,5,6,5,4,2,2,5,13,9,9,4,10,9,7,8,16,1,5,7,5,10,7,14,11,6,19,8,3,10,6,5,31,7,13,5,4,4
ASA47801.1,4,5,4,4,5,6,3,3,5,3,3,5,4,2,5,3,5,5,7,7,1,5,4,2,5,7,2,4,5,1,4,2,5,3,3,2,3,2,1,3,2,6,3,0,2,3,6,6,6,13,5,2,3,3,5,2,4,7,9,2,3,7,6,7,7,6,1,2,0,9,4,5,1,6,3,1,6,1,4,6,3,1,6,3,11,6,3,5,2,6,7,8,8,5,10,10,15,8,2,3,5,2,8,5,5,5,4,6,3,3,2,3,3,7,4,2,2,4,2,2,4,3,7,5,8,5
ASA47802.1,4,6,4,1,4,4,2,2,4,3,3,4,3,2,3,3,3,4,4,4,0,3,3,1,3,6,2,5,4,1,3,2,4,4,3,2,2,1,1,2,2,5,1,0,2,2,7,4,1,8,5,2,2,4,3,1,2,2,7,2,3,4,5,5,5,5,0,2,0,8,2,4,2,4,1,1,5,1,3,2,2,1,4,1,8,3,4,2,0,2,7,7,6,3,7,7,11,6,2,3,3,3,7,2,4,3,2,6,2,1,2,2,3,4,2,1,2,4,1,2,3,1,4,3,7,5
ASA47803.1,2,1,2,2,0,3,2,2,2,2,1,4,3,1,1,1,2,2,7,6,0,3,4,1,4,6,0,3,4,1,3,0,2,3,2,2,2,1,0,3,1,3,1,0,1,1,2,5,6,8,4,2,1,1,2,1,4,7,5,3,4,5,3,4,3,5,1,2,1,5,5,2,2,6,2,2,3,1,3,4,3,0,4,3,9,4,1,4,2,4,3,3,6,4,8,8,7,6,1,2,3,2,6,6,1,4,2,4,3,3,2,3,3,6,4,1,1,4,1,0,2,3,5,5,7,1
ASA47807.1,5,7,6,3,5,6,3,2,6,3,3,6,12,3,4,3,4,5,18,6,5,14,5,2,8,11,3,8,4,1,6,2,5,3,3,2,3,3,4,8,2,7,4,0,3,3,12,6,5,13,7,2,4,4,5,4,7,8,11,3,6,20,7,12,16,6,2,4,1,8,5,8,5,8,3,8,8,6,5,6,5,2,9,4,16,8,8,7,8,14,7,10,12,11,11,15,20,11,7,4,7,4,8,14,4,8,12,8,6,5,4,7,8,7,10,2,5,11,2,5,4,4,14,11,11,6
ASA47808.1,4,6,5,1,4,5,2,2,5,3,3,5,10,3,3,3,3,4,12,4,4,11,4,1,6,9,3,7,4,1,5,2,4,4,3,2,2,2,4,6,2,5,2,0,3,2,11,4,1,8,5,2,3,5,3,4,5,2,10,2,5,16,6,10,14,5,1,4,0,8,2,6,4,6,1,6,6,5,4,2,4,1,7,1,13,5,8,3,5,9,7,9,10,8,7,10,16,8,6,3,4,6,7,9,4,6,10,8,4,1,4,6,6,4,8,2,5,10,1,5,4,1,10,7,9,6
ASA47809.1,5,6,4,3,4,4,3,2,5,3,3,5,6,2,4,3,4,5,10,6,2,7,5,2,5,8,2,6,5,1,4,2,5,4,4,3,3,1,1,4,2,6,1,0,2,3,8,6,5,13,7,2,3,4,5,1,4,8,9,3,3,8,7,6,7,6,1,2,1,9,5,7,3,6,3,2,7,2,4,6,3,1,6,4,12,7,5,5,3,8,7,8,8,6,11,13,15,9,3,4,6,3,8,7,4,5,3,6,4,3,2,3,5,7,4,2,2,4,2,2,3,3,8,7,9,5
ASA47810.1,4,6,5,1,4,5,2,2,5,3,3,5,12,3,3,3,3,4,14,4,5,14,4,1,7,10,3,7,4,1,5,2,4,4,3,2,2,2,4,7,2,5,3,0,3,2,13,4,1,8,6,2,3,5,3,4,5,2,10,2,5,17,6,11,14,5,1,4,0,8,2,6,4,6,1,7,6,6,4,2,4,1,7,1,14,5,9,3,6,11,7,9,11,9,7,10,17,8,7,3,4,6,7,11,4,7,10,8,4,3,4,6,6,4,8,2,5,10,1,5,4,1,10,8,9,6
ASA47811.1,2,2,2,4,2,3,3,2,3,3,1,4,3,1,4,1,3,3,7,6,0,3,4,1,4,6,1,5,4,1,3,0,4,3,2,2,2,1,0,3,1,3,1,0,1,1,3,5,6,11,4,2,4,1,3,1,3,7,7,3,3,5,4,5,3,5,1,2,1,6,5,4,3,6,2,2,3,1,4,5,3,1,4,3,8,5,2,4,2,5,6,6,6,4,9,9,11,6,1,3,3,2,6,6,2,4,2,4,3,3,2,3,4,6,4,1,1,4,1,1,2,3,5,5,7,1
ASA47812.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,6,5,1,4,2,5,4,4,3,3,1,1,3,2,6,1,0,2,3,7,6,6,12,7,2,3,4,5,1,4,8,9,3,3,7,6,6,7,6,1,2,1,9,5,6,3,6,3,2,7,1,4,6,3,1,6,4,10,6,4,5,2,5,7,8,7,5,11,13,13,9,2,4,5,3,8,6,4,5,3,6,4,3,2,4,5,7,4,2,2,4,2,2,3,3,8,6,9,5
ASA47813.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,6,5,1,4,2,5,5,4,3,3,1,1,3,2,5,1,0,2,3,7,6,6,12,7,2,3,4,5,1,4,8,9,3,4,7,6,5,7,6,1,2,1,9,5,6,3,6,3,2,7,1,3,5,3,1,6,4,10,6,4,5,2,5,7,8,7,6,11,13,13,9,2,4,5,3,8,6,4,5,3,6,4,3,2,4,5,7,4,2,2,4,2,1,3,3,8,6,9,4
